,año,mes,festividad,comuna,conducta,cantidad
12292,2014,Diciembre,Año Viejo,Cabecera del Llano,VIOLENCIA INTRAFAMILIAR,1
12293,2014,Diciembre,Año Viejo,Centro,LESIONES PERSONALES,2
12294,2014,Diciembre,Año Viejo,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12295,2014,Diciembre,Año Viejo,García Rovira,VIOLENCIA INTRAFAMILIAR,2
12296,2014,Diciembre,Año Viejo,La Ciudadela,LESIONES PERSONALES,1
12297,2014,Diciembre,Año Viejo,La Concordia,HURTO A RESIDENCIAS,1
12298,2014,Diciembre,Año Viejo,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
12299,2014,Diciembre,Año Viejo,Mutis,HURTO A PERSONAS,1
12300,2014,Diciembre,Año Viejo,Norte,HOMICIDIO,1
12301,2014,Diciembre,Año Viejo,Norte,HURTO A PERSONAS,1
12302,2014,Diciembre,Año Viejo,Norte,HURTO A RESIDENCIAS,1
12303,2014,Diciembre,Año Viejo,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
12304,2014,Diciembre,Año Viejo,Norte,LESIONES PERSONALES,1
12305,2014,Diciembre,Año Viejo,Occidental,LESIONES PERSONALES,1
12306,2014,Diciembre,Año Viejo,Occidental,VIOLENCIA INTRAFAMILIAR,1
12307,2014,Diciembre,Año Viejo,Oriental,HURTO A RESIDENCIAS,1
12308,2014,Diciembre,Año Viejo,Provenza,VIOLENCIA INTRAFAMILIAR,1
12309,2014,Diciembre,Año Viejo,San Francisco,HURTO A RESIDENCIAS,1
12310,2014,Diciembre,Año Viejo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12311,2014,Diciembre,Año Viejo,Sur,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12312,2014,Diciembre,Año Viejo,Sur,VIOLENCIA INTRAFAMILIAR,1
12313,2014,Diciembre,Dia de las Velitas,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,1
12314,2014,Diciembre,Dia de las Velitas,Cabecera del Llano,HURTO A PERSONAS,1
12315,2014,Diciembre,Dia de las Velitas,Cabecera del Llano,LESIONES PERSONALES,1
12316,2014,Diciembre,Dia de las Velitas,Cabecera del Llano,VIOLENCIA INTRAFAMILIAR,1
12317,2014,Diciembre,Dia de las Velitas,García Rovira,HOMICIDIO,1
12318,2014,Diciembre,Dia de las Velitas,García Rovira,VIOLENCIA INTRAFAMILIAR,2
12319,2014,Diciembre,Dia de las Velitas,La Concordia,HURTO A ENTIDADES COMERCIALES,1
12320,2014,Diciembre,Dia de las Velitas,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
12321,2014,Diciembre,Dia de las Velitas,Nor Oriental,HURTO A RESIDENCIAS,1
12322,2014,Diciembre,Dia de las Velitas,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
12323,2014,Diciembre,Dia de las Velitas,Norte,HURTO A PERSONAS,1
12324,2014,Diciembre,Dia de las Velitas,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12325,2014,Diciembre,Dia de las Velitas,Norte,LESIONES PERSONALES,4
12326,2014,Diciembre,Dia de las Velitas,Norte,VIOLENCIA INTRAFAMILIAR,1
12327,2014,Diciembre,Dia de las Velitas,Occidental,LESIONES PERSONALES,1
12328,2014,Diciembre,Dia de las Velitas,Occidental,VIOLENCIA INTRAFAMILIAR,1
12329,2014,Diciembre,Dia de las Velitas,Oriental,HURTO A PERSONAS,1
12330,2014,Diciembre,Dia de las Velitas,Oriental,VIOLENCIA INTRAFAMILIAR,1
12331,2014,Diciembre,Dia de las Velitas,San Francisco,HURTO A PERSONAS,2
12332,2014,Diciembre,Dia de las Velitas,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
12333,2014,Diciembre,Dia de los Inocentes,Cabecera del Llano,HURTO A PERSONAS,1
12334,2014,Diciembre,Dia de los Inocentes,García Rovira,HURTO A ENTIDADES COMERCIALES,1
12335,2014,Diciembre,Dia de los Inocentes,García Rovira,HURTO A PERSONAS,1
12336,2014,Diciembre,Dia de los Inocentes,García Rovira,VIOLENCIA INTRAFAMILIAR,1
12337,2014,Diciembre,Dia de los Inocentes,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12338,2014,Diciembre,Dia de los Inocentes,Mutis,VIOLENCIA INTRAFAMILIAR,1
12339,2014,Diciembre,Dia de los Inocentes,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
12340,2014,Diciembre,Dia de los Inocentes,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
12341,2014,Diciembre,Dia de los Inocentes,Norte,LESIONES PERSONALES,1
12342,2014,Diciembre,Dia de los Inocentes,Occidental,HURTO A ENTIDADES COMERCIALES,1
12343,2014,Diciembre,Dia de los Inocentes,Occidental,LESIONES PERSONALES,1
12344,2014,Diciembre,Dia de los Inocentes,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
12345,2014,Diciembre,Dia de los Inocentes,Oriental,VIOLENCIA INTRAFAMILIAR,1
12346,2014,Diciembre,Dia de los Inocentes,Provenza,LESIONES PERSONALES,1
12347,2014,Diciembre,Dia de los Inocentes,San Francisco,HURTO A RESIDENCIAS,1
12348,2014,Diciembre,Dia de los Inocentes,Sur Occidente,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12349,2014,Diciembre,Domingo,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,1
12350,2014,Diciembre,Domingo,Cabecera del Llano,HURTO A PERSONAS,2
12351,2014,Diciembre,Domingo,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12352,2014,Diciembre,Domingo,Cabecera del Llano,LESIONES PERSONALES,2
12353,2014,Diciembre,Domingo,Cabecera del Llano,VIOLENCIA INTRAFAMILIAR,1
12354,2014,Diciembre,Domingo,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
12355,2014,Diciembre,Domingo,Centro,LESIONES PERSONALES,2
12356,2014,Diciembre,Domingo,Centro,VIOLENCIA INTRAFAMILIAR,1
12357,2014,Diciembre,Domingo,García Rovira,HOMICIDIO,1
12358,2014,Diciembre,Domingo,García Rovira,HURTO A ENTIDADES COMERCIALES,1
12359,2014,Diciembre,Domingo,García Rovira,HURTO A PERSONAS,1
12360,2014,Diciembre,Domingo,García Rovira,HURTO A RESIDENCIAS,1
12361,2014,Diciembre,Domingo,García Rovira,LESIONES PERSONALES,1
12362,2014,Diciembre,Domingo,García Rovira,VIOLENCIA INTRAFAMILIAR,3
12363,2014,Diciembre,Domingo,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12364,2014,Diciembre,Domingo,La Ciudadela,LESIONES PERSONALES,2
12365,2014,Diciembre,Domingo,La Concordia,HURTO A ENTIDADES COMERCIALES,2
12366,2014,Diciembre,Domingo,La Concordia,HURTO A PERSONAS,1
12367,2014,Diciembre,Domingo,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12368,2014,Diciembre,Domingo,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
12369,2014,Diciembre,Domingo,Lagos del Cacique,HURTO A ENTIDADES COMERCIALES,2
12370,2014,Diciembre,Domingo,Lagos del Cacique,HURTO A MOTOCICLETAS,1
12371,2014,Diciembre,Domingo,Morrorico,HOMICIDIO,1
12372,2014,Diciembre,Domingo,Morrorico,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12373,2014,Diciembre,Domingo,Morrorico,VIOLENCIA INTRAFAMILIAR,1
12374,2014,Diciembre,Domingo,Mutis,HURTO A PERSONAS,1
12375,2014,Diciembre,Domingo,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
12376,2014,Diciembre,Domingo,Mutis,VIOLENCIA INTRAFAMILIAR,1
12377,2014,Diciembre,Domingo,Nor Oriental,HURTO A RESIDENCIAS,1
12378,2014,Diciembre,Domingo,Nor Oriental,VIOLENCIA INTRAFAMILIAR,2
12379,2014,Diciembre,Domingo,Norte,HURTO A PERSONAS,2
12380,2014,Diciembre,Domingo,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
12381,2014,Diciembre,Domingo,Norte,LESIONES PERSONALES,6
12382,2014,Diciembre,Domingo,Norte,VIOLENCIA INTRAFAMILIAR,2
12383,2014,Diciembre,Domingo,Occidental,HURTO A ENTIDADES COMERCIALES,1
12384,2014,Diciembre,Domingo,Occidental,HURTO A RESIDENCIAS,2
12385,2014,Diciembre,Domingo,Occidental,LESIONES PERSONALES,2
12386,2014,Diciembre,Domingo,Occidental,VIOLENCIA INTRAFAMILIAR,2
12387,2014,Diciembre,Domingo,Oriental,HURTO A PERSONAS,2
12388,2014,Diciembre,Domingo,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
12389,2014,Diciembre,Domingo,Oriental,LESIONES PERSONALES,2
12390,2014,Diciembre,Domingo,Oriental,VIOLENCIA INTRAFAMILIAR,3
12391,2014,Diciembre,Domingo,Provenza,HURTO A MOTOCICLETAS,1
12392,2014,Diciembre,Domingo,Provenza,HURTO A PERSONAS,1
12393,2014,Diciembre,Domingo,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12394,2014,Diciembre,Domingo,Provenza,LESIONES PERSONALES,1
12395,2014,Diciembre,Domingo,San Francisco,HURTO A PERSONAS,5
12396,2014,Diciembre,Domingo,San Francisco,HURTO A RESIDENCIAS,1
12397,2014,Diciembre,Domingo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
12398,2014,Diciembre,Domingo,San Francisco,LESIONES PERSONALES,3
12399,2014,Diciembre,Domingo,Sur Occidente,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12400,2014,Diciembre,Domingo,Sur Occidente,LESIONES PERSONALES,3
12401,2014,Diciembre,Domingo,Sur Occidente,VIOLENCIA INTRAFAMILIAR,1
12402,2014,Diciembre,Inmaculada Concepcion,Cabecera del Llano,HURTO A PERSONAS,1
12403,2014,Diciembre,Inmaculada Concepcion,Cabecera del Llano,LESIONES PERSONALES,1
12404,2014,Diciembre,Inmaculada Concepcion,Cabecera del Llano,VIOLENCIA INTRAFAMILIAR,1
12405,2014,Diciembre,Inmaculada Concepcion,Centro,HURTO A ENTIDADES COMERCIALES,1
12406,2014,Diciembre,Inmaculada Concepcion,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12407,2014,Diciembre,Inmaculada Concepcion,Centro,LESIONES PERSONALES,1
12408,2014,Diciembre,Inmaculada Concepcion,García Rovira,HURTO A PERSONAS,1
12409,2014,Diciembre,Inmaculada Concepcion,García Rovira,LESIONES PERSONALES,1
12410,2014,Diciembre,Inmaculada Concepcion,García Rovira,VIOLENCIA INTRAFAMILIAR,1
12411,2014,Diciembre,Inmaculada Concepcion,La Concordia,HURTO A PERSONAS,1
12412,2014,Diciembre,Inmaculada Concepcion,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12413,2014,Diciembre,Inmaculada Concepcion,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12414,2014,Diciembre,Inmaculada Concepcion,Morrorico,VIOLENCIA INTRAFAMILIAR,1
12415,2014,Diciembre,Inmaculada Concepcion,Mutis,HURTO A PERSONAS,1
12416,2014,Diciembre,Inmaculada Concepcion,Mutis,VIOLENCIA INTRAFAMILIAR,1
12417,2014,Diciembre,Inmaculada Concepcion,Norte,HURTO A MOTOCICLETAS,1
12418,2014,Diciembre,Inmaculada Concepcion,Norte,HURTO A PERSONAS,2
12419,2014,Diciembre,Inmaculada Concepcion,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12420,2014,Diciembre,Inmaculada Concepcion,Norte,VIOLENCIA INTRAFAMILIAR,1
12421,2014,Diciembre,Inmaculada Concepcion,Occidental,VIOLENCIA INTRAFAMILIAR,1
12422,2014,Diciembre,Inmaculada Concepcion,Oriental,HURTO A MOTOCICLETAS,1
12423,2014,Diciembre,Inmaculada Concepcion,Oriental,HURTO A PERSONAS,1
12424,2014,Diciembre,Inmaculada Concepcion,Oriental,HURTO A RESIDENCIAS,1
12425,2014,Diciembre,Inmaculada Concepcion,Provenza,HURTO A PERSONAS,1
12426,2014,Diciembre,Inmaculada Concepcion,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12427,2014,Diciembre,Inmaculada Concepcion,Provenza,VIOLENCIA INTRAFAMILIAR,1
12428,2014,Diciembre,Navidad,Centro,VIOLENCIA INTRAFAMILIAR,1
12429,2014,Diciembre,Navidad,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12430,2014,Diciembre,Navidad,La Concordia,HURTO A PERSONAS,1
12431,2014,Diciembre,Navidad,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12432,2014,Diciembre,Navidad,La Pedregosa,LESIONES PERSONALES,2
12433,2014,Diciembre,Navidad,La Pedregosa,VIOLENCIA INTRAFAMILIAR,1
12434,2014,Diciembre,Navidad,Nor Oriental,HURTO A PERSONAS,1
12435,2014,Diciembre,Navidad,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
12436,2014,Diciembre,Navidad,Norte,HURTO A PERSONAS,2
12437,2014,Diciembre,Navidad,Norte,LESIONES PERSONALES,3
12438,2014,Diciembre,Navidad,Norte,VIOLENCIA INTRAFAMILIAR,1
12439,2014,Diciembre,Navidad,Occidental,LESIONES PERSONALES,1
12440,2014,Diciembre,Navidad,Occidental,VIOLENCIA INTRAFAMILIAR,1
12441,2014,Diciembre,Navidad,Provenza,LESIONES PERSONALES,1
12442,2014,Diciembre,Navidad,San Francisco,VIOLENCIA INTRAFAMILIAR,2
12443,2014,Diciembre,Navidad,Sur,HOMICIDIO,1
12444,2014,Diciembre,Navidad,Sur,VIOLENCIA INTRAFAMILIAR,1
12445,2014,Diciembre,Navidad,Sur Occidente,HURTO A PERSONAS,1
12446,2014,Diciembre,No Aplica,Cabecera del Llano,HOMICIDIO,1
12447,2014,Diciembre,No Aplica,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,1
12448,2014,Diciembre,No Aplica,Cabecera del Llano,HURTO A PERSONAS,25
12449,2014,Diciembre,No Aplica,Cabecera del Llano,HURTO A RESIDENCIAS,1
12450,2014,Diciembre,No Aplica,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),24
12451,2014,Diciembre,No Aplica,Cabecera del Llano,LESIONES PERSONALES,8
12452,2014,Diciembre,No Aplica,Cabecera del Llano,VIOLENCIA INTRAFAMILIAR,7
12453,2014,Diciembre,No Aplica,Centro,HURTO A ENTIDADES COMERCIALES,5
12454,2014,Diciembre,No Aplica,Centro,HURTO A PERSONAS,34
12455,2014,Diciembre,No Aplica,Centro,HURTO A RESIDENCIAS,1
12456,2014,Diciembre,No Aplica,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),20
12457,2014,Diciembre,No Aplica,Centro,LESIONES PERSONALES,10
12458,2014,Diciembre,No Aplica,Centro,VIOLENCIA INTRAFAMILIAR,8
12459,2014,Diciembre,No Aplica,García Rovira,HOMICIDIO,1
12460,2014,Diciembre,No Aplica,García Rovira,HURTO A ENTIDADES COMERCIALES,1
12461,2014,Diciembre,No Aplica,García Rovira,HURTO A PERSONAS,8
12462,2014,Diciembre,No Aplica,García Rovira,HURTO A RESIDENCIAS,1
12463,2014,Diciembre,No Aplica,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
12464,2014,Diciembre,No Aplica,García Rovira,LESIONES PERSONALES,6
12465,2014,Diciembre,No Aplica,García Rovira,VIOLENCIA INTRAFAMILIAR,15
12466,2014,Diciembre,No Aplica,La Ciudadela,HURTO A PERSONAS,6
12467,2014,Diciembre,No Aplica,La Ciudadela,VIOLENCIA INTRAFAMILIAR,4
12468,2014,Diciembre,No Aplica,La Concordia,HOMICIDIO,1
12469,2014,Diciembre,No Aplica,La Concordia,HURTO A ENTIDADES COMERCIALES,3
12470,2014,Diciembre,No Aplica,La Concordia,HURTO A MOTOCICLETAS,3
12471,2014,Diciembre,No Aplica,La Concordia,HURTO A PERSONAS,11
12472,2014,Diciembre,No Aplica,La Concordia,HURTO A RESIDENCIAS,3
12473,2014,Diciembre,No Aplica,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),16
12474,2014,Diciembre,No Aplica,La Concordia,LESIONES PERSONALES,13
12475,2014,Diciembre,No Aplica,La Concordia,VIOLENCIA INTRAFAMILIAR,6
12476,2014,Diciembre,No Aplica,La Pedregosa,HURTO A PERSONAS,8
12477,2014,Diciembre,No Aplica,La Pedregosa,HURTO A RESIDENCIAS,3
12478,2014,Diciembre,No Aplica,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),21
12479,2014,Diciembre,No Aplica,La Pedregosa,LESIONES PERSONALES,4
12480,2014,Diciembre,No Aplica,La Pedregosa,VIOLENCIA INTRAFAMILIAR,4
12481,2014,Diciembre,No Aplica,Lagos del Cacique,HURTO A ENTIDADES COMERCIALES,7
12482,2014,Diciembre,No Aplica,Lagos del Cacique,HURTO A MOTOCICLETAS,1
12483,2014,Diciembre,No Aplica,Lagos del Cacique,HURTO A PERSONAS,5
12484,2014,Diciembre,No Aplica,Lagos del Cacique,LESIONES PERSONALES,1
12485,2014,Diciembre,No Aplica,Lagos del Cacique,VIOLENCIA INTRAFAMILIAR,1
12486,2014,Diciembre,No Aplica,Morrorico,HURTO A PERSONAS,3
12487,2014,Diciembre,No Aplica,Morrorico,HURTO A RESIDENCIAS,1
12488,2014,Diciembre,No Aplica,Morrorico,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12489,2014,Diciembre,No Aplica,Morrorico,LESIONES PERSONALES,2
12490,2014,Diciembre,No Aplica,Morrorico,VIOLENCIA INTRAFAMILIAR,5
12491,2014,Diciembre,No Aplica,Mutis,EXTORSIÓN,1
12492,2014,Diciembre,No Aplica,Mutis,HURTO A PERSONAS,2
12493,2014,Diciembre,No Aplica,Mutis,HURTO A RESIDENCIAS,1
12494,2014,Diciembre,No Aplica,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12495,2014,Diciembre,No Aplica,Mutis,VIOLENCIA INTRAFAMILIAR,6
12496,2014,Diciembre,No Aplica,Nor Oriental,HOMICIDIO,2
12497,2014,Diciembre,No Aplica,Nor Oriental,HURTO A PERSONAS,3
12498,2014,Diciembre,No Aplica,Nor Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12499,2014,Diciembre,No Aplica,Nor Oriental,LESIONES PERSONALES,3
12500,2014,Diciembre,No Aplica,Nor Oriental,VIOLENCIA INTRAFAMILIAR,4
12501,2014,Diciembre,No Aplica,Norte,HOMICIDIO,1
12502,2014,Diciembre,No Aplica,Norte,HURTO A PERSONAS,28
12503,2014,Diciembre,No Aplica,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),10
12504,2014,Diciembre,No Aplica,Norte,LESIONES PERSONALES,14
12505,2014,Diciembre,No Aplica,Norte,VIOLENCIA INTRAFAMILIAR,16
12506,2014,Diciembre,No Aplica,Occidental,HURTO A PERSONAS,17
12507,2014,Diciembre,No Aplica,Occidental,HURTO A RESIDENCIAS,1
12508,2014,Diciembre,No Aplica,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
12509,2014,Diciembre,No Aplica,Occidental,LESIONES PERSONALES,11
12510,2014,Diciembre,No Aplica,Occidental,VIOLENCIA INTRAFAMILIAR,13
12511,2014,Diciembre,No Aplica,Oriental,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
12512,2014,Diciembre,No Aplica,Oriental,HURTO A ENTIDADES COMERCIALES,1
12513,2014,Diciembre,No Aplica,Oriental,HURTO A MOTOCICLETAS,3
12514,2014,Diciembre,No Aplica,Oriental,HURTO A PERSONAS,20
12515,2014,Diciembre,No Aplica,Oriental,HURTO A RESIDENCIAS,3
12516,2014,Diciembre,No Aplica,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
12517,2014,Diciembre,No Aplica,Oriental,LESIONES PERSONALES,7
12518,2014,Diciembre,No Aplica,Oriental,VIOLENCIA INTRAFAMILIAR,4
12519,2014,Diciembre,No Aplica,Provenza,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
12520,2014,Diciembre,No Aplica,Provenza,HURTO A PERSONAS,8
12521,2014,Diciembre,No Aplica,Provenza,HURTO A RESIDENCIAS,2
12522,2014,Diciembre,No Aplica,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),15
12523,2014,Diciembre,No Aplica,Provenza,LESIONES PERSONALES,2
12524,2014,Diciembre,No Aplica,Provenza,VIOLENCIA INTRAFAMILIAR,10
12525,2014,Diciembre,No Aplica,San Francisco,HOMICIDIO,1
12526,2014,Diciembre,No Aplica,San Francisco,HURTO A ENTIDADES COMERCIALES,1
12527,2014,Diciembre,No Aplica,San Francisco,HURTO A MOTOCICLETAS,5
12528,2014,Diciembre,No Aplica,San Francisco,HURTO A PERSONAS,18
12529,2014,Diciembre,No Aplica,San Francisco,HURTO A RESIDENCIAS,2
12530,2014,Diciembre,No Aplica,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),23
12531,2014,Diciembre,No Aplica,San Francisco,LESIONES PERSONALES,9
12532,2014,Diciembre,No Aplica,San Francisco,VIOLENCIA INTRAFAMILIAR,13
12533,2014,Diciembre,No Aplica,Sur,HURTO A PERSONAS,5
12534,2014,Diciembre,No Aplica,Sur,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
12535,2014,Diciembre,No Aplica,Sur,LESIONES PERSONALES,4
12536,2014,Diciembre,No Aplica,Sur,VIOLENCIA INTRAFAMILIAR,7
12537,2014,Diciembre,No Aplica,Sur Occidente,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
12538,2014,Diciembre,No Aplica,Sur Occidente,HURTO A ENTIDADES COMERCIALES,1
12539,2014,Diciembre,No Aplica,Sur Occidente,HURTO A PERSONAS,3
12540,2014,Diciembre,No Aplica,Sur Occidente,HURTO A RESIDENCIAS,1
12541,2014,Diciembre,No Aplica,Sur Occidente,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
12542,2014,Diciembre,No Aplica,Sur Occidente,LESIONES PERSONALES,4
12543,2014,Diciembre,No Aplica,Sur Occidente,VIOLENCIA INTRAFAMILIAR,7
12544,2014,Diciembre,Noche Buena,Cabecera del Llano,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),2
12545,2014,Diciembre,Noche Buena,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
12546,2014,Diciembre,Noche Buena,Centro,HURTO A PERSONAS,2
12547,2014,Diciembre,Noche Buena,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12548,2014,Diciembre,Noche Buena,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12549,2014,Diciembre,Noche Buena,García Rovira,LESIONES PERSONALES,1
12550,2014,Diciembre,Noche Buena,La Concordia,HURTO A MOTOCICLETAS,1
12551,2014,Diciembre,Noche Buena,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12552,2014,Diciembre,Noche Buena,La Pedregosa,HURTO A PERSONAS,1
12553,2014,Diciembre,Noche Buena,Lagos del Cacique,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12554,2014,Diciembre,Noche Buena,Mutis,HURTO A PERSONAS,1
12555,2014,Diciembre,Noche Buena,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12556,2014,Diciembre,Noche Buena,Nor Oriental,HOMICIDIO,2
12557,2014,Diciembre,Noche Buena,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
12558,2014,Diciembre,Noche Buena,Norte,HURTO A PERSONAS,2
12559,2014,Diciembre,Noche Buena,Norte,VIOLENCIA INTRAFAMILIAR,2
12560,2014,Diciembre,Noche Buena,Oriental,HURTO A RESIDENCIAS,1
12561,2014,Diciembre,Noche Buena,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12562,2014,Diciembre,Noche Buena,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12563,2014,Diciembre,Noche Buena,Provenza,VIOLENCIA INTRAFAMILIAR,1
12564,2014,Diciembre,Noche Buena,Sur,LESIONES PERSONALES,1
12565,2014,Diciembre,Noche Buena,Sur Occidente,LESIONES PERSONALES,1
12566,2014,Enero,Año Nuevo,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
12567,2014,Enero,Año Nuevo,Cabecera del Llano,LESIONES PERSONALES,2
12568,2014,Enero,Año Nuevo,García Rovira,HURTO A MOTOCICLETAS,1
12569,2014,Enero,Año Nuevo,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12570,2014,Enero,Año Nuevo,La Concordia,LESIONES PERSONALES,1
12571,2014,Enero,Año Nuevo,La Pedregosa,HURTO A ENTIDADES COMERCIALES,1
12572,2014,Enero,Año Nuevo,La Pedregosa,LESIONES PERSONALES,2
12573,2014,Enero,Año Nuevo,Lagos del Cacique,HURTO A PERSONAS,1
12574,2014,Enero,Año Nuevo,Morrorico,HOMICIDIO,1
12575,2014,Enero,Año Nuevo,Morrorico,LESIONES PERSONALES,1
12576,2014,Enero,Año Nuevo,Morrorico,VIOLENCIA INTRAFAMILIAR,1
12577,2014,Enero,Año Nuevo,Nor Oriental,LESIONES PERSONALES,2
12578,2014,Enero,Año Nuevo,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
12579,2014,Enero,Año Nuevo,Norte,HOMICIDIO,1
12580,2014,Enero,Año Nuevo,Norte,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
12581,2014,Enero,Año Nuevo,Norte,HURTO A PERSONAS,1
12582,2014,Enero,Año Nuevo,Norte,LESIONES PERSONALES,2
12583,2014,Enero,Año Nuevo,Norte,VIOLENCIA INTRAFAMILIAR,2
12584,2014,Enero,Año Nuevo,Occidental,LESIONES PERSONALES,1
12585,2014,Enero,Año Nuevo,Oriental,HURTO A PERSONAS,1
12586,2014,Enero,Año Nuevo,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
12587,2014,Enero,Año Nuevo,Oriental,LESIONES PERSONALES,1
12588,2014,Enero,Año Nuevo,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
12589,2014,Enero,Año Nuevo,San Francisco,LESIONES PERSONALES,2
12590,2014,Enero,Año Nuevo,San Francisco,VIOLENCIA INTRAFAMILIAR,1
12591,2014,Enero,Año Nuevo,Sur Occidente,HURTO A ENTIDADES COMERCIALES,1
12592,2014,Enero,Domingo,Cabecera del Llano,HURTO A PERSONAS,3
12593,2014,Enero,Domingo,Cabecera del Llano,HURTO A RESIDENCIAS,1
